LATITUDE,LONGITUDE,GRAINSIZE
44.36905,-124.38275,2.28790164
44.36920,-124.37021,2.37515831
44.36935,-124.35766,2.48805881
44.36950,-124.34511,2.38011980
44.36965,-124.33256,2.38864875
44.36979,-124.32002,2.33732605
44.36994,-124.30747,2.34976172
44.37008,-124.29492,2.33636427
44.37022,-124.28237,2.29544830
44.37036,-124.26982,2.18463039
44.37050,-124.25728,2.16525245
44.37064,-124.24473,2.18019223
44.37078,-124.23218,2.10180736
44.37091,-124.21963,1.99610662
44.37104,-124.20708,1.93089449
44.37118,-124.19453,1.84128761
44.37131,-124.18199,1.71676934
44.37144,-124.16944,1.66003394
44.37156,-124.15689,1.81141913
44.37169,-124.14434,1.95131660
44.37182,-124.13179,2.06764841
44.37194,-124.11924,2.18294764
44.37206,-124.10669,2.33906937
44.37218,-124.09414,2.34228754
44.34479,-125.32310,7.13174057
44.34504,-125.31056,7.12156105
44.34530,-125.29803,7.11004686
44.34555,-125.28549,7.09714079
44.34580,-125.27296,7.08282423
44.34605,-125.26042,7.06707478
44.34630,-125.24789,7.05334902
44.34654,-125.23535,7.03412771
44.34679,-125.22281,7.00613022
44.34703,-125.21028,6.95678616
44.34727,-125.19774,6.80204678
44.34751,-125.18520,6.69044209
44.34775,-125.17266,6.57253885
44.34799,-125.16013,6.33245230
44.34823,-125.14759,6.21135330
44.34846,-125.13505,6.07156944
44.34870,-125.12251,5.91450834
44.34893,-125.10998,5.89629936
44.34916,-125.09744,5.89572954
44.34939,-125.08490,5.90885401
44.34962,-125.07236,5.91249800
44.34984,-125.05982,5.90572643
44.35007,-125.04728,5.76707554
44.35029,-125.03474,5.75868130
44.35052,-125.02221,5.56350565
44.35074,-125.00967,5.52115965
44.35096,-124.99713,5.21023703
44.35118,-124.98459,5.17393446
44.35139,-124.97205,5.03801966
44.35161,-124.95951,5.14375734
44.35182,-124.94697,5.11236620
44.35204,-124.93443,5.10533047
44.35225,-124.92189,5.12039804
44.35246,-124.90935,5.15169764
44.35267,-124.89681,5.19177628
44.35288,-124.88427,5.05764914
44.35308,-124.87173,5.09208393
44.35329,-124.85918,5.04002380
44.35349,-124.84664,4.84217119
44.35369,-124.83410,4.98109007
44.35389,-124.82156,4.97174549
44.35409,-124.80902,4.76387167
44.35429,-124.79648,4.68701077
44.35449,-124.78394,4.42573023
44.35468,-124.77139,4.37655973
44.35488,-124.75885,4.54814768
44.35507,-124.74631,4.66227913
44.35526,-124.73377,5.30399752
44.35545,-124.72123,5.19607162
44.35564,-124.70868,4.74050045
44.35583,-124.69614,4.23682833
44.35601,-124.68360,4.21205473
44.35619,-124.67106,4.07596827
44.35638,-124.65851,3.98310542
44.35656,-124.64597,3.89022279
44.35674,-124.63343,3.65287924
44.35692,-124.62088,3.11738014
44.35710,-124.60834,2.98935246
44.35727,-124.59580,2.81649137
44.35745,-124.58325,2.68389678
44.35762,-124.57071,2.63028812
44.35779,-124.55817,2.44007754
44.35796,-124.54562,2.12300301
44.35813,-124.53308,1.93760979
44.35830,-124.52053,1.91433537
44.35846,-124.50799,1.98646927
44.35863,-124.49545,2.18858695
44.35879,-124.48290,2.10984206
44.35896,-124.47036,2.02652526
44.35912,-124.45781,2.01797032
44.35928,-124.44527,2.20845771
44.35943,-124.43272,2.23012877
44.35959,-124.42018,2.12688589
44.35975,-124.40763,2.17977715
44.35990,-124.39509,2.21836472
44.36005,-124.38254,2.25013804
44.36020,-124.37000,2.34106708
44.36035,-124.35745,2.43935919
44.36050,-124.34490,2.35313439
44.36065,-124.33236,2.34978652
44.36079,-124.31981,2.29831934
44.36094,-124.30727,2.30173802
44.36108,-124.29472,2.27433825
44.36122,-124.28218,2.24050689
44.36136,-124.26963,2.22866845
44.36150,-124.25708,2.11531162
44.36164,-124.24454,2.10244894
44.36178,-124.23199,2.04934287
44.36191,-124.21944,1.98044705
44.36204,-124.20690,1.94225764
44.36218,-124.19435,1.85369778
44.36231,-124.18180,1.80337763
44.36244,-124.16926,1.83040452
44.36256,-124.15671,1.89360285
44.36269,-124.14416,1.98476911
44.36281,-124.13162,2.07682776
44.36294,-124.11907,2.16516781
44.36306,-124.10652,2.24170113
44.33579,-125.32275,7.12957287
44.33605,-125.31021,7.11913586
44.33630,-125.29768,7.10736561
44.33655,-125.28514,7.09429216
44.33680,-125.27261,7.08010387
44.33705,-125.26008,7.06526661
44.33730,-125.24754,7.05067253
44.33755,-125.23501,6.95526743
44.33779,-125.22247,6.95246124
44.33803,-125.20994,6.91222906
44.33828,-125.19740,6.79927492
44.33852,-125.18487,6.64524460
44.33876,-125.17233,6.45280123
44.33899,-125.15980,6.17376280
44.33923,-125.14726,6.00298929
44.33947,-125.13472,5.86986017
44.33970,-125.12219,5.75455761
44.33993,-125.10965,5.77336407
44.34016,-125.09712,5.80707407
44.34039,-125.08458,5.84240198
44.34062,-125.07204,5.83253670
44.34085,-125.05951,5.83510637
44.34107,-125.04697,5.70008087
44.34130,-125.03443,5.69858980
44.34152,-125.02190,5.66875267
44.34174,-125.00936,5.26082420
44.34196,-124.99682,5.24023533
44.34218,-124.98428,5.16950417
44.34240,-124.97175,5.04265976
44.34261,-124.95921,5.16372776
44.34283,-124.94667,5.16682196
44.34304,-124.93413,5.16951990
44.34325,-124.92159,5.17979765
44.34346,-124.90905,5.20654726
44.34367,-124.89652,5.25241804
44.34388,-124.88398,5.20906162
44.34408,-124.87144,5.24461412
44.34429,-124.85890,5.18207502
44.34449,-124.84636,5.14697170
44.34469,-124.83382,4.98693132
44.34489,-124.82128,5.00873327
44.34509,-124.80874,4.92753696
44.34529,-124.79620,4.74894476
44.34549,-124.78366,4.50535727
44.34568,-124.77112,4.41101456
44.34588,-124.75858,4.54861307
44.34607,-124.74604,4.63440609
44.34626,-124.73350,4.88418579
44.34645,-124.72096,4.99545431
44.34664,-124.70842,4.95666265
44.34683,-124.69588,4.61670971
44.34701,-124.68334,4.45905638
44.34720,-124.67080,4.25181723
44.34738,-124.65826,4.10252762
44.34756,-124.64572,3.99663568
44.34774,-124.63318,3.85247564
44.34792,-124.62064,3.57978010
44.34810,-124.60809,3.40307927
44.34827,-124.59555,3.40810013
44.34845,-124.58301,3.54152393
44.34862,-124.57047,3.47799516
44.34879,-124.55793,3.04959369
44.34896,-124.54539,2.33109140
44.34913,-124.53284,2.10567760
44.34930,-124.52030,2.04157448
44.34946,-124.50776,2.17332292
44.34963,-124.49522,2.57673454
44.34979,-124.48267,2.41994905
44.34996,-124.47013,2.16363645
44.35012,-124.45759,2.08456111
44.35028,-124.44505,2.23422527
44.35043,-124.43250,2.24464822
44.35059,-124.41996,2.14506769
44.35075,-124.40742,2.19353437
44.35090,-124.39487,2.22600269
44.35105,-124.38233,2.29547477
44.35120,-124.36979,2.43314219
44.35135,-124.35724,2.41345859
44.35150,-124.34470,2.39431262
44.35165,-124.33216,2.31809711
44.35179,-124.31961,2.29524326
44.35194,-124.30707,2.25837708
44.35208,-124.29452,2.23193979
44.35222,-124.28198,2.20108199
44.35236,-124.26944,2.18477440
44.35250,-124.25689,2.15501952
44.35264,-124.24435,2.14515615
44.35277,-124.23180,2.02181268
44.35291,-124.21926,1.97210836
44.35304,-124.20671,1.92316949
44.35317,-124.19417,1.88213181
44.35330,-124.18162,1.86804974
44.35343,-124.16908,1.88159084
44.35356,-124.15653,1.92699397
44.35369,-124.14399,1.98941934
44.35381,-124.13144,2.07099891
44.35394,-124.11890,2.15179729
44.35406,-124.10635,2.20096922
44.32680,-125.32239,7.12873173
44.32705,-125.30986,7.11793041
44.32731,-125.29733,7.10569286
44.32756,-125.28479,7.09206343
44.32781,-125.27226,6.97709942
44.32806,-125.25973,6.96621084
44.32830,-125.24720,6.96100760
44.32855,-125.23466,6.97460699
44.32879,-125.22213,6.99288321
44.32904,-125.20960,7.08634043
44.32928,-125.19707,6.80548620
44.32952,-125.18453,6.60260868
44.32976,-125.17200,6.32527447
44.33000,-125.15947,6.10986042
44.33023,-125.14693,5.86065483
44.33047,-125.13440,5.52653170
44.33070,-125.12186,5.52052879
44.33093,-125.10933,5.61455297
44.33117,-125.09680,5.70166302
44.33139,-125.08426,5.76338243
44.33162,-125.07173,5.79583740
44.33185,-125.05919,5.81707096
44.33207,-125.04666,5.64883566
44.33230,-125.03412,5.63129759
44.33252,-125.02159,5.65405989
44.33274,-125.00905,5.25019884
44.33296,-124.99652,5.23683453
44.33318,-124.98398,5.33040571
44.33340,-124.97144,5.35279226
44.33361,-124.95891,5.35562992
44.33383,-124.94637,5.20179510
44.33404,-124.93384,5.20946407
44.33425,-124.92130,5.22468853
44.33446,-124.90876,5.24222755
44.33467,-124.89623,5.25168467
44.33488,-124.88369,5.37109995
44.33509,-124.87115,5.60588980
44.33529,-124.85862,5.50438213
44.33549,-124.84608,5.34943056
44.33570,-124.83354,5.21447706
44.33590,-124.82100,5.46302795
44.33610,-124.80847,5.42852926
44.33629,-124.79593,5.12528944
44.33649,-124.78339,4.89440584
44.33669,-124.77085,4.40858126
44.33688,-124.75831,4.29540062
44.33707,-124.74578,4.37463236
44.33726,-124.73324,4.60658789
44.33745,-124.72070,4.92683268
44.33764,-124.70816,5.33120537
44.33783,-124.69562,5.08104086
44.33801,-124.68308,4.86466408
44.33820,-124.67054,4.35983324
44.33838,-124.65801,4.17489958
44.33856,-124.64547,4.09854078
44.33874,-124.63293,4.14166355
44.33892,-124.62039,3.78191376
44.33910,-124.60785,4.00974178
44.33927,-124.59531,3.98581719
44.33945,-124.58277,4.40251064
44.33962,-124.57023,4.35949469
44.33979,-124.55769,3.30212283
44.33996,-124.54515,2.68510747
44.34013,-124.53261,2.36640072
44.34030,-124.52007,1.92671013
44.34046,-124.50753,2.04653096
44.34063,-124.49499,3.16865873
44.34079,-124.48245,2.57585979
44.34096,-124.46991,2.17897916
44.34112,-124.45737,2.08893085
44.34128,-124.44482,2.22375298
44.34143,-124.43228,2.24193645
44.34159,-124.41974,2.17369652
44.34175,-124.40720,2.21311808
44.34190,-124.39466,2.22444034
44.34205,-124.38212,2.27915859
44.34220,-124.36958,2.26822877
44.34235,-124.35703,2.38713026
44.34250,-124.34449,2.36325932
44.34265,-124.33195,2.26095629
44.34279,-124.31941,2.24842501
44.34294,-124.30687,2.22114062
44.34308,-124.29433,2.19418001
44.34322,-124.28178,2.16242695
44.34336,-124.26924,2.13094068
44.34350,-124.25670,2.12081599
44.34364,-124.24416,2.09467292
44.34377,-124.23161,2.07577133
44.34391,-124.21907,1.96635127
44.34404,-124.20653,1.92778444
44.34417,-124.19399,1.89595783
44.34430,-124.18144,1.89819741
44.34443,-124.16890,1.92794633
44.34456,-124.15636,1.97484589
44.34469,-124.14381,2.01911235
44.34481,-124.13127,2.06537366
44.34494,-124.11873,2.13071227
44.34506,-124.10618,2.16195822
44.31780,-125.32203,7.13007259
44.31806,-125.30951,7.00676680
44.31831,-125.29698,6.99788618
44.31856,-125.28445,6.98735332
44.31881,-125.27191,6.97533941
44.31906,-125.25938,6.96249628
44.31931,-125.24685,6.95934772
44.31955,-125.23432,6.94700241
44.31980,-125.22179,6.95731163
44.32004,-125.20926,6.94449186
44.32028,-125.19673,6.76360559
44.32052,-125.18420,6.56588268
44.32076,-125.17167,6.32192850
44.32100,-125.15914,6.02648163
44.32124,-125.14660,5.69510078
44.32147,-125.13407,5.09215736
44.32171,-125.12154,5.21496820
44.32194,-125.10901,5.47926188
44.32217,-125.09647,5.63186836
44.32240,-125.08394,5.70955658
44.32263,-125.07141,5.59831476
44.32285,-125.05888,5.62010050
44.32308,-125.04634,5.61485434
44.32330,-125.03381,5.59910011
44.32352,-125.02128,5.57831192
44.32375,-125.00874,5.34369516
44.32397,-124.99621,5.33791542
44.32418,-124.98368,5.32958317
44.32440,-124.97114,5.35800409
44.32462,-124.95861,5.37123871
44.32483,-124.94607,5.34610891
44.32504,-124.93354,5.32945967
44.32526,-124.92101,5.23320818
44.32547,-124.90847,5.21537876
44.32567,-124.89594,5.33349991
44.32588,-124.88340,5.43110037
44.32609,-124.87087,5.65937424
44.32629,-124.85833,5.60050774
44.32650,-124.84580,5.44226980
44.32670,-124.83326,5.33712673
44.32690,-124.82073,5.43221569
44.32710,-124.80819,5.40310192
44.32730,-124.79565,5.15750408
44.32749,-124.78312,4.86731815
44.32769,-124.77058,4.64213276
44.32788,-124.75805,4.37262011
44.32807,-124.74551,4.28603601
44.32826,-124.73297,4.47905111
44.32845,-124.72044,4.72342205
44.32864,-124.70790,5.56738377
44.32883,-124.69536,5.90194893
44.32901,-124.68283,5.12511826
44.32920,-124.67029,4.33338881
44.32938,-124.65775,4.14751816
44.32956,-124.64521,4.32463598
44.32974,-124.63268,4.32551479
44.32992,-124.62014,4.04220724
44.33010,-124.60760,4.01301575
44.33027,-124.59506,4.03169441
44.33045,-124.58253,4.08601427
44.33062,-124.56999,3.93586826
44.33079,-124.55745,3.25010300
44.33096,-124.54491,2.65348077
44.33113,-124.53237,2.34552383
44.33130,-124.51984,1.84996188
44.33147,-124.50730,0.95711017
44.33163,-124.49476,1.37008774
44.33179,-124.48222,1.91583502
44.33196,-124.46968,2.03491712
44.33212,-124.45714,2.14965343
44.33228,-124.44460,2.19079399
44.33243,-124.43206,2.09865713
44.33259,-124.41953,2.18943024
44.33275,-124.40699,2.32246351
44.33290,-124.39445,2.28838468
44.33305,-124.38191,2.24787641
44.33320,-124.36937,2.22489810
44.33335,-124.35683,2.36164522
44.33350,-124.34429,2.24959683
44.33365,-124.33175,2.24697280
44.33379,-124.31921,2.23493528
44.33394,-124.30667,2.21774459
44.33408,-124.29413,2.15842628
44.33422,-124.28159,2.12937951
44.33436,-124.26905,2.09447050
44.33450,-124.25651,2.06582189
44.33464,-124.24397,2.05862045
44.33477,-124.23142,2.04793048
44.33491,-124.21888,2.01821423
44.33504,-124.20634,1.98085380
44.33517,-124.19380,1.92000997
44.33530,-124.18126,1.94499636
44.33543,-124.16872,2.01528597
44.33556,-124.15618,2.00467849
44.33569,-124.14364,2.07248235
44.33581,-124.13110,2.09570932
44.33593,-124.11856,2.10815597
44.33606,-124.10601,2.12250209
44.30881,-125.32168,7.01645756
44.30906,-125.30915,7.00910091
44.30931,-125.29662,6.99983025
44.30957,-125.28410,6.98838758
44.30982,-125.27157,6.97456741
44.31006,-125.25904,6.96682405
44.31031,-125.24651,6.94032669
44.31056,-125.23398,6.92042542
44.31080,-125.22145,6.89033318
44.31105,-125.20892,6.82534027
44.31129,-125.19639,6.66515017
44.31153,-125.18386,6.49983788
44.31177,-125.17134,6.30541658
44.31200,-125.15881,6.03367233
44.31224,-125.14628,5.72062826
44.31247,-125.13375,5.16273451
44.31271,-125.12122,5.26548195
44.31294,-125.10868,5.48805809
44.31317,-125.09615,5.60098839
44.31340,-125.08362,5.69270992
44.31363,-125.07109,5.57980680
44.31386,-125.05856,5.59877491
44.31408,-125.04603,5.59118700
44.31430,-125.03350,5.57624197
44.31453,-125.02097,5.38519001
44.31475,-125.00844,5.37516975
44.31497,-124.99590,5.33361769
44.31519,-124.98337,5.32953739
44.31540,-124.97084,5.35067606
44.31562,-124.95831,5.33947992
44.31583,-124.94578,5.35648632
44.31605,-124.93324,5.33858109
44.31626,-124.92071,5.18327188
44.31647,-124.90818,5.27036095
44.31668,-124.89565,5.28762484
44.31688,-124.88311,5.32642651
44.31709,-124.87058,5.44081736
44.31729,-124.85805,5.39503002
44.31750,-124.84551,5.31548452
44.31770,-124.83298,5.43168879
44.31790,-124.82045,5.48675919
44.31810,-124.80791,5.27125263
44.31830,-124.79538,5.08066654
44.31849,-124.78285,4.99135590
44.31869,-124.77031,4.81894350
44.31888,-124.75778,4.48964739
44.31907,-124.74524,4.53700161
44.31926,-124.73271,4.55711937
44.31945,-124.72017,4.70018482
44.31964,-124.70764,4.94869328
44.31983,-124.69510,4.89970207
44.32001,-124.68257,4.65930128
44.32020,-124.67003,4.65429735
44.32038,-124.65750,4.02120447
44.32056,-124.64496,4.23984003
44.32074,-124.63243,4.37834597
44.32092,-124.61989,3.87962699
44.32110,-124.60736,4.05184889
44.32127,-124.59482,3.96822309
44.32145,-124.58228,3.87490511
44.32162,-124.56975,3.67399240
44.32179,-124.55721,3.15333080
44.32196,-124.54468,2.82806802
44.32213,-124.53214,2.30019712
44.32230,-124.51960,1.61907351
44.32247,-124.50707,0.71943712
44.32263,-124.49453,0.82803386
44.32279,-124.48199,1.52253592
44.32296,-124.46946,1.93993807
44.32312,-124.45692,2.05695438
44.32328,-124.44438,2.11461067
44.32343,-124.43185,2.03761721
44.32359,-124.41931,2.12446380
44.32374,-124.40677,2.20147920
44.32390,-124.39423,2.23772693
44.32405,-124.38170,2.19114470
44.32420,-124.36916,2.17554212
44.32435,-124.35662,2.31027532
44.32450,-124.34408,2.20766139
44.32465,-124.33154,2.20256591
44.32479,-124.31901,2.18740535
44.32494,-124.30647,2.17936730
44.32508,-124.29393,2.15768027
44.32522,-124.28139,2.08530116
44.32536,-124.26885,2.06652546
44.32550,-124.25631,2.04355168
44.32564,-124.24378,2.02606177
44.32577,-124.23124,2.02619171
44.32591,-124.21870,2.01739240
44.32604,-124.20616,1.99005830
44.32617,-124.19362,1.94809198
44.32630,-124.18108,1.96925318
44.32643,-124.16854,2.03704643
44.32656,-124.15600,2.08781886
44.32668,-124.14346,2.14179659
44.32681,-124.13092,2.09527802
44.32693,-124.11838,2.09725857
44.32705,-124.10584,2.10267615
44.29981,-125.32133,7.02051306
44.30007,-125.30880,7.01335001
44.30032,-125.29627,7.00395441
44.30057,-125.28375,6.99181700
44.30082,-125.27122,6.97630501
44.30107,-125.25869,6.97457218
44.30132,-125.24617,6.93265343
44.30156,-125.23364,6.86066914
44.30181,-125.22111,6.81528521
44.30205,-125.20859,6.74305630
44.30229,-125.19606,6.56580639
44.30253,-125.18353,6.42455053
44.30277,-125.17100,6.29583073
44.30301,-125.15848,6.10182142
44.30324,-125.14595,5.88455057
44.30348,-125.13342,5.69574642
44.30371,-125.12089,5.62868071
44.30394,-125.10836,5.59177256
44.30417,-125.09583,5.64684010
44.30440,-125.08331,5.71128654
44.30463,-125.07078,5.58135939
44.30486,-125.05825,5.59085321
44.30508,-125.04572,5.57811213
44.30531,-125.03319,5.56862211
44.30553,-125.02066,5.38285589
44.30575,-125.00813,5.37275314
44.30597,-124.99560,5.36927462
44.30619,-124.98307,5.29430199
44.30641,-124.97054,5.15513515
44.30662,-124.95801,5.34544659
44.30683,-124.94548,5.42909193
44.30705,-124.93295,5.23533964
44.30726,-124.92042,5.19520569
44.30747,-124.90789,5.22972584
44.30768,-124.89536,5.14185572
44.30789,-124.88283,5.27153015
44.30809,-124.87029,5.28036404
44.30830,-124.85776,5.15422678
44.30850,-124.84523,5.19405842
44.30870,-124.83270,5.28467178
44.30890,-124.82017,5.24479914
44.30910,-124.80764,5.34071875
44.30930,-124.79510,5.06612301
44.30949,-124.78257,4.96312571
44.30969,-124.77004,4.78269863
44.30988,-124.75751,4.70631123
44.31007,-124.74498,4.41128159
44.31027,-124.73244,4.42139482
44.31046,-124.71991,4.39744759
44.31064,-124.70738,4.42016649
44.31083,-124.69484,4.38773012
44.31102,-124.68231,4.58567333
44.31120,-124.66978,4.63314915
44.31138,-124.65725,4.79243469
44.31156,-124.64471,4.50641537
44.31174,-124.63218,4.55795097
44.31192,-124.61964,4.03446960
44.31210,-124.60711,4.08780909
44.31227,-124.59458,3.90494323
44.31245,-124.58204,3.80465746
44.31262,-124.56951,3.32508707
44.31279,-124.55697,3.06726170
44.31296,-124.54444,2.66845536
44.31313,-124.53191,2.39810252
44.31330,-124.51937,1.83295488
44.31347,-124.50684,1.49032259
44.31363,-124.49430,1.47938764
44.31379,-124.48177,1.50857008
44.31396,-124.46923,1.87046790
44.31412,-124.45670,2.00145316
44.31428,-124.44416,1.91320515
44.31443,-124.43163,1.99750650
44.31459,-124.41909,2.06905508
44.31474,-124.40656,2.16446686
44.31490,-124.39402,2.18083143
44.31505,-124.38148,2.15055919
44.31520,-124.36895,2.28007483
44.31535,-124.35641,2.28922582
44.31550,-124.34388,2.18750691
44.31565,-124.33134,2.17030406
44.31579,-124.31880,2.15416169
44.31594,-124.30627,2.13227129
44.31608,-124.29373,2.11005712
44.31622,-124.28120,2.06622791
44.31636,-124.26866,2.04556060
44.31650,-124.25612,2.02896523
44.31664,-124.24359,2.02342629
44.31677,-124.23105,2.01260948
44.31691,-124.21851,2.00788784
44.31704,-124.20597,2.01509094
44.31717,-124.19344,2.01086974
44.31730,-124.18090,2.02862549
44.31743,-124.16836,2.06463599
44.31756,-124.15583,2.10906076
44.31768,-124.14329,2.14801168
44.31781,-124.13075,2.09575009
44.31793,-124.11821,2.10284448
44.29082,-125.32097,7.02636623
44.29107,-125.30845,7.01981688
44.29132,-125.29592,7.01080132
44.29157,-125.28340,6.99858618
44.29182,-125.27087,6.94162464
44.29207,-125.25835,6.83870792
44.29232,-125.24582,6.81670046
44.29257,-125.23330,6.78351259
44.29281,-125.22077,6.73429394
44.29305,-125.20825,6.66356707
44.29329,-125.19572,6.56814718
44.29353,-125.18320,6.48573780
44.29377,-125.17067,6.34850740
44.29401,-125.15815,6.19810200
44.29425,-125.14562,6.04903650
44.29448,-125.13309,5.93336821
44.29471,-125.12057,5.83356762
44.29495,-125.10804,5.83510303
44.29518,-125.09551,5.71917295
44.29541,-125.08299,5.76256800
44.29563,-125.07046,5.63760376
44.29586,-125.05793,5.62968063
44.29609,-125.04541,5.58018589
44.29631,-125.03288,5.53947926
44.29653,-125.02035,5.53278780
44.29675,-125.00782,5.37560272
44.29697,-124.99530,5.37431192
44.29719,-124.98277,5.37379980
44.29741,-124.97024,5.29583406
44.29762,-124.95771,5.30289793
44.29784,-124.94518,5.45944738
44.29805,-124.93265,5.43639231
44.29826,-124.92012,5.18651009
44.29847,-124.90760,5.14122200
44.29868,-124.89507,5.04383230
44.29889,-124.88254,4.97298861
44.29909,-124.87001,5.11119080
44.29930,-124.85748,4.92208338
44.29950,-124.84495,4.90459156
44.29970,-124.83242,5.04452991
44.29990,-124.81989,5.09652328
44.30010,-124.80736,5.29057693
44.30030,-124.79483,5.26954603
44.30050,-124.78230,4.92106724
44.30069,-124.76977,4.84123945
44.30088,-124.75724,4.63896799
44.30108,-124.74471,4.40247440
44.30127,-124.73218,4.07604837
44.30146,-124.71965,4.11863661
44.30164,-124.70712,4.07768726
44.30183,-124.69459,4.18851089
44.30202,-124.68205,4.21393585
44.30220,-124.66952,4.44803524
44.30238,-124.65699,4.55064869
44.30256,-124.64446,4.39820337
44.30274,-124.63193,4.52166557
44.30292,-124.61940,4.03038216
44.30310,-124.60687,4.07631922
44.30327,-124.59433,3.95925570
44.30345,-124.58180,3.90235710
44.30362,-124.56927,3.36508226
44.30379,-124.55674,3.12923145
44.30396,-124.54420,2.68665338
44.30413,-124.53167,2.53389072
44.30430,-124.51914,2.06087112
44.30447,-124.50661,1.85246730
44.30463,-124.49407,1.78824317
44.30479,-124.48154,1.92928171
44.30496,-124.46901,1.87099516
44.30512,-124.45647,1.97322392
44.30527,-124.44394,1.88809299
44.30543,-124.43141,1.97032094
44.30559,-124.41887,2.08139944
44.30574,-124.40634,2.11917138
44.30590,-124.39381,2.14004564
44.30605,-124.38127,2.14851260
44.30620,-124.36874,2.18950105
44.30635,-124.35621,2.17988610
44.30650,-124.34367,2.18079114
44.30665,-124.33114,2.16290474
44.30679,-124.31860,2.13150716
44.30693,-124.30607,2.10688400
44.30708,-124.29353,2.08280206
44.30722,-124.28100,2.09256935
44.30736,-124.26846,2.03292537
44.30750,-124.25593,2.02369809
44.30763,-124.24340,2.02217317
44.30777,-124.23086,2.02338743
44.30790,-124.21833,2.02160859
44.30804,-124.20579,2.02298665
44.30817,-124.19325,2.04455042
44.30830,-124.18072,2.06515551
44.30843,-124.16818,2.09558892
44.30856,-124.15565,2.13198543
44.30868,-124.14311,2.16364884
44.30881,-124.13058,2.18655539
44.30893,-124.11804,2.20186043
44.30905,-124.10551,2.21281600
44.28207,-125.30809,7.03187799
44.28233,-125.29557,7.02365351
44.28258,-125.28305,7.01201773
44.28283,-125.27053,6.94501829
44.28308,-125.25800,6.85216379
44.28332,-125.24548,6.82867002
44.28357,-125.23296,6.79378843
44.28381,-125.22043,6.74460363
44.28406,-125.20791,6.67857313
44.28430,-125.19539,6.61015606
44.28454,-125.18286,6.51009607
44.28478,-125.17034,6.39679193
44.28501,-125.15782,6.27702761
44.28525,-125.14529,6.16250849
44.28548,-125.13277,6.06913996
44.28572,-125.12024,6.00850773
44.28595,-125.10772,5.92208052
44.28618,-125.09519,5.93188667
44.28641,-125.08267,5.72459698
44.28664,-125.07014,5.65497446
44.28686,-125.05762,5.61925125
44.28709,-125.04509,5.53700066
44.28731,-125.03257,5.44851303
44.28753,-125.02004,5.31691360
44.28776,-125.00752,5.30939627
44.28797,-124.99499,5.21005964
44.28819,-124.98246,5.25665045
44.28841,-124.96994,5.32592726
44.28863,-124.95741,5.50230169
44.28884,-124.94489,5.50079155
44.28905,-124.93236,5.28232098
44.28926,-124.91983,5.20785236
44.28947,-124.90730,5.12708950
44.28968,-124.89478,5.03236628
44.28989,-124.88225,4.82450628
44.29009,-124.86972,4.85075760
44.29030,-124.85720,4.88796186
44.29050,-124.84467,4.65439796
44.29070,-124.83214,4.74318838
44.29090,-124.81961,5.05453491
44.29110,-124.80708,5.07900572
44.29130,-124.79456,5.11960983
44.29150,-124.78203,4.95111513
44.29169,-124.76950,4.87754250
44.29189,-124.75697,4.61472750
44.29208,-124.74444,4.21783447
44.29227,-124.73191,3.63998914
44.29246,-124.71938,3.38553023
44.29265,-124.70686,3.92054892
44.29283,-124.69433,4.12386608
44.29302,-124.68180,4.11555624
44.29320,-124.66927,4.02023411
44.29338,-124.65674,4.22864676
44.29356,-124.64421,4.51478577
44.29374,-124.63168,4.33989573
44.29392,-124.61915,4.06981039
44.29410,-124.60662,3.99829388
44.29427,-124.59409,4.24356413
44.29445,-124.58156,3.93054986
44.29462,-124.56903,3.40772319
44.29479,-124.55650,3.00079942
44.29496,-124.54397,2.78087068
44.29513,-124.53144,2.58639741
44.29530,-124.51891,2.63554335
44.29547,-124.50638,2.37559199
44.29563,-124.49385,2.17770481
44.29579,-124.48131,2.02507162
44.29596,-124.46878,1.90758038
44.29612,-124.45625,1.97157979
44.29627,-124.44372,1.88624489
44.29643,-124.43119,1.96218860
44.29659,-124.41866,2.06022048
44.29674,-124.40613,2.09190392
44.29690,-124.39359,2.11213422
44.29705,-124.38106,2.13260174
44.29720,-124.36853,2.27020240
44.29735,-124.35600,2.17340827
44.29750,-124.34347,2.17425823
44.29764,-124.33093,2.16379595
44.29779,-124.31840,2.11067653
44.29793,-124.30587,2.08133721
44.29808,-124.29334,2.04261756
44.29822,-124.28080,2.03825736
44.29836,-124.26827,2.03833437
44.29850,-124.25574,1.99500835
44.29863,-124.24321,1.99322534
44.29877,-124.23067,1.99492431
44.29890,-124.21814,2.03244805
44.29904,-124.20561,2.04156828
44.29917,-124.19307,2.06122541
44.29930,-124.18054,2.08580327
44.29943,-124.16801,2.11693096
44.29955,-124.15547,2.15923119
44.29968,-124.14294,2.19305348
44.29981,-124.13041,2.20821118
44.29993,-124.11787,2.21494055
44.27308,-125.30774,7.04868031
44.27333,-125.29522,7.04221249
44.27358,-125.28270,7.03234959
44.27383,-125.27018,7.01777649
44.27408,-125.25766,6.93440723
44.27433,-125.24514,6.90994406
44.27457,-125.23262,6.81841421
44.27482,-125.22010,6.78801870
44.27506,-125.20757,6.72848272
44.27530,-125.19505,6.65562391
44.27554,-125.18253,6.57044888
44.27578,-125.17001,6.47528648
44.27602,-125.15749,6.37527037
44.27625,-125.14496,6.27902699
44.27649,-125.13244,6.19608450
44.27672,-125.11992,6.13205671
44.27695,-125.10740,6.03792667
